actual_weight,ideal_weight,body_satisfaction
70.03200242646241,61.85984334744592,52.108620249095374
61.42367906469117,48.48074053743856,27.555451266101652
81.33945204195211,51.00178315542178,0.0
33.60226502218868,67.10182371440924,0.0
43.48447241050454,19.117973692079353,0.0
38.321633054700555,30.959970422729064,42.37009673572408
47.983423543196174,27.80284824347205,0.0
30.21964934398644,13.328525962578823,0.0
66.43271704265928,41.469504517362,0.0
50.999991452222076,65.74037629537159,6.003206022098109
28.525486698952157,48.15697087149623,0.0
36.71957653826425,56.362431393011484,0.0
60.643249254103516,71.51669744408348,27.90081411257887
70.08627822209885,75.57066424855076,54.47708097512423
90.94115605045215,51.82465510965563,0.0
100.0,76.01096012267976,0.0
62.459369798967934,54.566153193379854,59.57731040706749
37.18831383942644,38.76423019493315,57.97442981415693
16.623166946836434,42.8951940126215,0.0
59.81880632218905,27.830879286394723,0.0
40.36706028441413,37.90172448652791,63.89638119618704
47.523569316765666,46.913716302734706,59.034431817534475
43.982257616923455,66.66094532943623,0.0
52.465764044505065,82.25308712982172,0.0
74.18764415417758,29.502914238590318,0.0
57.8268742140162,59.67806696041862,69.40739984667636
52.14457293330361,35.31075303432192,0.0
36.358232449135386,61.069850503874434,0.0
24.855706995321576,50.77152693830865,0.0
46.24645763668005,21.874600960591984,0.0
54.03191408527023,68.78104885666423,16.104038999424848
86.82273844443789,42.71498788225157,0.0
57.34494138651195,43.92369594764957,17.595476984369505
72.68931119841504,34.81420900807527,0.0
46.01267922629526,41.877184296311555,56.8867866150265
33.67101220449356,60.27413749181359,0.0
37.6278982798173,49.7828462040811,29.755675389507523
41.945930838356446,58.58725403880218,8.815640294629208
93.31245518383295,59.15267151679034,0.0
40.21503977396105,75.45124814397883,0.0
70.09280566725421,47.17263543530555,0.0
38.747310794433524,27.893417113622558,36.159871006963684
71.7683142317364,71.14278108172371,68.94639254108239
61.929117389905535,47.36470107434667,23.852195514523817
52.18051784215437,71.94807155781541,0.0
54.26627452956219,59.517410924101995,54.62567521510839
43.21382148227097,50.77066198654314,53.56393209988691
63.02929962667745,58.92919019878702,64.48032233068736
46.81029735386596,86.1672135221471,0.0
32.93909625218953,88.30866899391381,0.0
31.997123662246853,54.17947929725724,0.0
58.10658251899815,55.72324008639028,66.53104086680388
83.42364261538782,71.29608267692856,41.207177430505126
57.87984904432189,38.6237624429551,0.0
52.86451013002211,58.66219633451034,50.57034847658877
60.14487051284577,52.56033158478444,43.252679909804094
78.50803135072285,58.33643959477841,0.0
58.94888502454941,38.8327302988601,0.0
47.60330984499273,25.977352613747527,0.0
74.913196781078,17.759281588148042,0.0
62.71761589230904,34.00447007917667,0.0
82.64360785592785,45.20252015603134,0.0
58.29821986999431,48.01574302697105,51.88418827945796
32.959557429030994,85.93292976130178,0.0
30.37313441357803,71.80188728842407,0.0
84.71670278016249,36.644451022192335,0.0
86.02598297409935,58.911043691666265,0.0
51.76865416091319,46.07966998204447,55.96009583511586
48.10262821955222,48.16581475331839,59.273485050310754
81.30599726035965,56.150536040061496,0.0
35.07317772321721,63.52590898858168,0.0
38.894913658795126,47.23260577397174,52.895869876788254
66.5798823044028,71.0854760564841,57.63089271599915
47.897107788527386,33.587050155579135,18.68967943997733
54.90780639903872,53.107764060158566,68.73828630101666
52.05802782655877,97.16045335212914,0.0
61.0763418783808,56.79235562462968,69.7620018587952
80.3346735036469,77.36464661230494,68.31292195288046
56.63052832423142,54.55584302894454,69.42243548079568
66.59089827898345,62.87321062060654,68.40401484778954
18.096902181441592,52.03468569532424,0.0
54.12306876525788,50.103071120208526,53.28416732608406
39.821855134728324,39.74879925566786,60.996313857125735
33.0613649123747,60.315123102278406,0.0
39.19325739528249,38.52386778384194,53.518567464680636
48.98577806738538,64.3149490173283,21.628221804779386
71.48624576240823,71.44987907558047,76.12871872152843
31.124931080687848,59.23103392303291,0.0
55.55136686669952,48.133771529553236,54.85599223383528
46.284950199995585,60.717414848247834,25.71827117663402
49.1018843014847,47.752558055710985,64.11042894284608
73.04964085548288,68.90430113290753,65.64439578375202
64.68607786607066,21.866096568342897,0.0
79.07316593396939,47.294674741983016,0.0
52.218897773501794,19.156196082892038,0.0
42.47303298992735,27.583965886137513,0.0
50.97054129615101,76.18565790683647,0.0
59.36494224288199,68.21814469351867,48.45733292869165
58.1783204521668,40.76883603415857,6.543252543902783
35.4810146997994,27.45744124730475,44.2314951159725
56.628816069301735,2.6030097566919324,0.0
59.10810994250029,43.76057636514521,14.737885600706246
100.0,94.14705520820584,53.816963534314176
88.78320300307007,60.393032614882,0.0
39.64161968994124,43.48727113715868,53.06870214364608
49.82709949211483,60.90636356150521,37.65506508317189
28.658043966933946,26.46370799909447,47.298618144384974
44.36727374865724,47.9455028341402,54.56732827381518
60.680890064626126,54.69111704126755,62.069247257913894
76.7053651759882,51.53628891904218,0.0
41.87649092061505,66.44370406873136,0.0
43.22536407877966,58.85896884601289,9.941062819487698
16.348797464704212,64.36154230783595,0.0
52.07201343019166,41.29767120207709,43.06740742847886
35.87654058652787,68.26286194297931,0.0
45.47009030741067,80.69192810960786,0.0
39.216505992983414,36.50745816592598,53.374809483895184
53.30327402345397,37.90917385285248,4.765360082401001
23.360888955580638,75.70833371744396,0.0
28.59318558296217,49.74715222618398,0.0
93.32644801650937,76.86496366513147,16.432195272333324
31.826393537067442,45.476892897832876,25.351648828864093
35.25785958781648,77.7357747966021,0.0
88.06444350978364,55.23525888569269,0.0
100.0,57.38988999648582,0.0
33.911800681143845,79.60020636838837,0.0
48.37151877781545,46.84990188344909,62.61534130002949
61.14799991692917,37.00092436927571,0.0
86.11655759930066,45.37440846351797,0.0
37.23657258829172,60.68967716093336,0.0
50.584998773042024,26.382095772931255,0.0
68.99207636911139,63.837005345069066,64.29031495268036
62.82578934039913,43.84088760049836,0.0
48.229190717858216,72.51281523247059,0.0
52.59118663871126,12.297574816691984,0.0
30.25187544934033,39.628381823229134,33.77459342135349
50.712872608456024,24.330041429020266,0.0
50.205025179838806,38.954099071812806,41.500450396154505
59.17905801327261,57.210320318852034,60.550789551465805
45.00411006125771,49.95314736735417,48.121964263015414
63.4876934058125,48.692581327883744,9.748377702510131
73.22888472075691,50.293857186538965,0.0
57.79772789803239,56.45760009053904,66.71470407720517
61.33161535118566,35.85488728696717,0.0
55.95679625640161,65.01644389528386,54.083715807530254
55.001519075645454,64.26532149655323,33.760937753988564
42.01195539622874,59.545644940153714,0.0
60.696896710119546,62.46106852677147,74.364303923859
53.24884122855719,58.039106013747215,55.45722116705018
92.6770295607507,87.59624614642814,56.60833321820561
83.32038824455437,51.519399092107335,0.0
61.945237946017016,47.7795852883122,18.14959063010074
41.26497022549418,40.19003113392458,59.108325702900146
34.97659350429848,35.45153460017677,65.08473979452235
76.44057315559957,31.84397961078172,0.0
59.7294860526485,37.89044567507439,0.0
